day_month,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
2024-01-01,,7.558438,6.31,6.890625,7.645938,6.79875,7.604688,7.160937,8.121875,7.387188,,7.68125,7.066875,7.55625,7.0325,6.8775,7.004375,7.79125,8.174375,6.511875,6.759375,7.0475,7.54,7.059375,7.569375,7.958125,7.786875,7.3025,6.64125,7.1025,9.67125,8.42,8.0075,7.52625,8.1625,7.44875,9.09125,9.808125,7.5475,5.9,6.898125,5.73,6.681875,7.235,6.28625,5.313125,6.733125
2024-01-02,,7.435625,6.257812,6.51375,7.47625,6.623438,7.465,6.795,7.980625,7.231875,,7.410625,6.92875,7.334375,6.85,6.67125,6.925,7.60625,8.036875,6.34625,6.534375,6.879375,7.276875,6.831875,7.37625,7.84875,7.599375,7.140625,6.414375,6.904375,9.49375,8.2525,7.659375,7.306875,7.956875,7.3825,8.963125,9.72375,7.321875,5.8025,6.73875,5.569375,6.563125,7.11,6.080625,5.175,6.625
2024-01-03,,7.356562,6.205625,6.136875,7.2875,6.448125,7.223437,6.584687,7.839375,,,7.126875,6.79875,7.145,6.669375,6.4575,6.815,7.441875,7.95625,6.179375,6.344375,6.78375,7.01625,6.69125,7.115,7.716875,7.43625,6.98125,6.255,6.7775,9.324375,8.14,7.35375,7.08125,7.7975,7.25875,8.77875,9.525625,7.15125,5.730625,6.559375,5.41625,6.479375,6.95125,5.924375,5.021875,6.454375
2024-01-04,,7.2775,6.091016,5.98625,7.09875,6.330938,6.981875,6.374375,7.734062,,,6.880625,6.698125,7.0325,6.516875,6.198125,6.605625,7.37125,7.876875,5.9675,6.200625,6.725,6.79375,6.56375,6.859375,7.586875,7.270625,6.79875,6.05,6.715,9.196875,7.96125,7.079375,6.89125,7.645625,7.135625,8.5525,9.408125,6.959375,5.63,6.3825,5.33625,6.3775,6.7425,5.6525,4.836875,6.270938
2024-01-05,,7.1375,5.976406,5.835625,6.9225,6.21375,6.820625,6.168125,7.62875,,,6.636875,6.61125,6.8525,6.356875,6.119375,6.486875,7.319375,7.733125,5.800625,6.0025,6.593125,6.541875,6.476875,6.67875,7.429375,7.11375,6.57625,5.84625,6.5625,8.875625,7.841875,6.8125,6.774375,7.4775,7.02,8.34125,9.29625,6.739375,5.52125,6.265,5.19125,6.26375,6.61,5.484375,4.7425,6.0875
2024-01-06,,6.9975,5.861797,5.679688,6.74625,6.094062,6.659375,5.961875,7.386562,,,6.356875,6.446875,6.731875,6.151875,6.0475,6.41125,7.1325,7.619375,5.678125,5.84,6.476875,6.37375,6.35375,6.55625,7.29625,6.96375,6.4125,5.630625,6.329375,8.659375,7.73375,6.586875,6.6225,7.311875,6.901875,8.08625,9.120625,6.55125,5.43125,6.11,5.03,6.136875,6.5,5.361875,4.63875,5.98125
2024-01-07,,6.86,5.747187,5.52375,6.657812,5.974375,6.516875,5.816875,7.144375,,,6.1325,6.28375,6.61,5.92875,5.95,6.28625,6.995,7.51625,5.475,5.675,6.3375,6.228125,6.25625,6.33625,7.1575,6.86625,6.264375,5.48625,6.184375,8.403125,7.595625,6.409375,6.385625,7.11125,6.806875,7.93375,8.951875,6.385625,5.344375,5.82625,4.86125,6.021875,6.3275,5.20625,4.44125,5.79875
2024-01-08,,6.7225,5.632578,5.340312,6.569375,5.857187,6.374375,5.671875,6.866875,,,5.97125,6.101875,6.51625,5.8275,5.871875,6.2025,6.79375,7.445625,5.256875,5.389375,6.17625,6.023125,6.12875,6.11875,7.0375,6.723125,6.1025,5.33125,6.07875,8.176875,7.4175,6.229375,6.275625,6.99625,6.67,7.768125,8.760625,6.160625,5.250625,5.686875,4.733125,5.870625,6.206875,5.00875,4.299375,5.62125
2024-01-09,,6.654062,5.517969,5.156875,6.409688,5.74,6.190312,5.47375,6.589375,,,5.754375,6.005,6.408125,5.66875,5.71125,6.100625,6.6375,7.3275,5.101875,5.1675,6.024375,5.829375,6.06375,5.92875,6.9375,6.5475,5.96125,5.153125,5.9725,7.959375,7.2875,6.044375,6.07,6.87625,6.518125,7.641875,8.58375,5.90375,5.07875,5.504375,4.634375,5.66,6.080625,4.954375,4.260625,5.425625
2024-01-10,,6.585625,5.403359,5.05875,6.25,5.566875,6.00625,5.275625,6.47125,,,5.65375,5.911875,6.294375,5.503125,5.571875,5.981875,6.489375,7.126875,4.955625,5.08875,5.919375,5.66125,5.985,5.746875,6.788125,6.396875,5.86,5.021875,5.825,7.811875,7.145625,5.84875,5.838125,6.743125,6.425625,7.505,8.41375,5.74125,4.8275,5.338125,4.491875,5.53875,5.923125,4.8825,4.160625,5.21625
2024-01-11,,6.426562,5.28875,4.960625,6.102187,5.39375,5.8875,5.002188,6.353125,,,5.51125,5.790625,6.18875,5.37625,5.51125,5.84,6.359375,6.924375,4.850625,5.01,5.70375,5.5375,5.898125,5.641875,6.621875,6.233125,5.7675,4.92375,5.639375,7.678125,7.04375,5.634375,5.6,6.6325,6.325,7.389375,8.288125,5.6175,4.5875,5.17625,4.381875,5.353125,5.74375,4.798125,4.09625,5.089375
2024-01-12,,6.2675,5.173125,4.844375,5.954375,5.314375,5.76875,4.72875,6.118438,,,5.3775,5.693125,6.096875,5.26,5.32125,5.684375,6.308125,6.76625,4.724375,4.939375,5.520625,5.37625,5.793125,5.44,6.446875,6.120625,5.529375,4.806875,5.52125,7.505625,6.926875,5.471875,5.40375,6.525,6.1775,7.2525,8.15375,5.443125,4.465625,4.985625,4.28625,5.21,5.576875,4.720625,4.001875,4.94625
2024-01-13,,6.119687,5.0575,4.728125,5.85375,5.235,5.62875,4.73125,5.88375,,4.856875,5.346875,5.583125,5.904375,5.10875,5.199375,5.543125,6.210625,6.676875,4.611875,4.855625,5.390625,5.289375,5.693125,5.319375,6.32375,6.04625,5.226875,4.6775,5.430625,7.17125,6.793125,5.30875,5.285,6.398125,6.068125,7.07375,7.974375,5.19,4.2875,4.771875,4.2125,5.05,5.481875,4.646875,3.90875,4.679375
2024-01-14,,5.971875,4.981562,4.580625,5.753125,5.121875,5.48875,4.73375,5.721875,,4.875625,5.1925,5.42125,5.795,5.04,5.03625,5.444375,6.123125,6.586875,4.50875,4.769375,5.20625,5.218125,5.600625,5.241875,6.209375,6.01375,5.0375,4.5075,5.29375,6.928125,6.603125,5.179375,5.020625,6.245,5.966875,6.903125,7.85625,5.001875,4.065625,4.63375,4.120625,4.984375,5.35,4.465625,3.835,4.545
2024-01-15,,5.896562,4.905625,4.433125,5.69875,5.00875,5.313125,4.61125,5.56,,4.773125,5.038125,5.270625,5.6375,4.91125,4.885,5.388125,6.036875,6.4475,4.429375,4.64625,5.048125,5.1375,5.524375,5.020625,6.136875,5.936875,4.87625,4.39125,5.16,6.811875,6.40125,5.096875,4.745,6.090625,5.8575,6.66,7.724375,4.856875,3.933125,4.5625,4.061875,4.88,5.239375,4.331875,3.715625,4.396875
2024-01-16,,5.82125,4.860312,4.40125,5.644375,4.9325,5.1375,4.48875,5.44875,5.299375,4.620625,4.94625,5.104375,5.554375,4.790625,4.759375,5.295,5.94125,6.305625,4.276875,4.53125,4.958125,5.04625,5.481875,4.851875,6.034375,5.81125,4.726875,4.303125,4.97625,6.6825,6.2275,5.019375,4.554375,5.926875,5.765,6.524375,7.580625,4.714375,3.88125,4.460625,4.020625,4.7525,5.106875,4.25,3.691875,4.2025
2024-01-17,,5.709375,4.815,4.369375,5.49375,4.85625,4.917812,4.413438,5.3375,5.249062,4.56875,4.8175,4.871875,5.44875,4.59,4.645625,5.2075,5.844375,6.20625,4.230625,4.504375,4.838125,4.92375,5.4325,4.73375,5.920625,5.656875,4.63,4.205625,4.811875,6.5775,6.059375,4.995,4.290625,5.7775,5.715,6.360625,7.33125,4.543125,3.78125,4.356875,3.923125,4.626875,4.97875,4.095625,3.675625,4.123125
2024-01-18,,5.5975,4.757188,4.350312,5.343125,4.76625,4.698125,4.338125,5.207188,5.19875,4.54,4.66875,4.664375,5.34875,4.5175,4.4825,5.07875,5.736875,6.065625,4.11375,4.434375,4.721875,4.805,5.38,4.6175,5.79375,5.605,4.544375,4.07125,4.700625,6.441875,5.951875,4.895,4.025,5.625,5.635,6.175625,7.073125,4.425625,3.664375,4.190625,3.82125,4.455625,4.825625,3.9875,3.55375,3.985625
2024-01-19,,5.437188,4.699375,4.33125,5.249375,4.67625,4.509375,4.233438,5.076875,5.059687,4.488125,4.5,4.57375,5.268125,4.46625,4.399375,4.930625,5.59375,5.903125,4.038125,4.3375,4.6,4.705,5.2875,4.59125,5.605,5.46375,4.443125,3.96875,4.58875,6.30625,5.854375,4.821875,3.89875,5.56375,5.516875,6.045625,6.760625,4.334375,3.59875,4.07,3.748125,4.363125,4.69,3.938125,3.49125,3.848125
2024-01-20,,5.276875,4.57,4.253438,5.155625,4.643125,4.320625,4.12875,4.95625,4.920625,4.36375,4.4175,4.480625,5.150625,4.43,4.31875,4.8075,5.495625,5.743125,3.963125,4.290625,4.563125,4.59625,5.17625,4.478125,5.495,5.3775,4.346875,3.906875,4.48875,6.159375,5.73625,4.745625,3.809375,5.43625,5.43875,5.98,6.525625,4.280625,3.51125,3.909375,3.67375,4.3475,4.606875,3.866875,3.399375,3.740625
2024-01-21,,5.141875,4.440625,4.175625,5.000625,4.61,4.1675,4.028438,4.835625,4.811875,4.2425,4.31375,4.383125,5.085,4.359375,4.174375,4.673125,5.43125,5.626875,3.865625,4.191875,4.47125,4.488125,5.088125,4.38125,5.403125,5.2625,4.275625,3.855,4.441875,5.99625,5.500625,4.7125,3.755625,5.34,5.349375,5.871875,6.37375,4.15875,3.3625,3.819375,3.595625,4.300625,4.425625,3.798125,3.33875,3.6275
2024-01-22,,5.006875,4.369062,4.130938,4.845625,4.487812,4.014375,3.928125,4.748125,4.703125,4.089375,4.275625,4.285625,5.02375,4.2475,4.07625,4.585,5.271875,5.52,3.775,4.116875,4.375,4.3575,5.02,4.30625,5.28875,5.19125,4.191875,3.748125,4.23875,5.8475,5.30375,4.64875,3.691875,5.2575,5.29125,5.81125,6.106875,4.089375,3.22125,3.726875,3.566875,4.250625,4.355625,3.730625,3.190625,3.51875
2024-01-23,,4.945,4.2975,4.08625,4.69,4.365625,3.96625,3.871875,4.660625,4.66125,3.990625,4.184375,4.22,5.00625,4.20125,3.976875,4.50875,5.2025,5.425625,3.706875,4.02875,4.308125,4.269375,4.93125,4.214375,5.160625,5.123125,4.121875,3.66125,4.1075,5.7125,5.12125,4.59,3.666875,5.204375,5.22,5.683125,5.831875,4.02,3.15125,3.5925,3.559375,4.196875,4.3275,3.61125,3.06,3.461875
2024-01-24,,4.883125,4.216875,4.05,4.534375,4.301875,3.918125,3.815625,4.59125,4.619375,3.9375,4.155625,4.086875,4.934375,4.128125,3.899375,4.426875,5.164375,5.2725,3.639375,3.97,4.2875,4.20125,4.934375,4.13375,5.045,5.0675,3.99875,3.620625,3.98625,5.57,4.89125,4.465,3.65,5.1225,5.165,5.5975,5.67625,3.990625,3.086875,3.491875,3.559375,4.136875,4.261875,3.555625,3.0175,3.418125
2024-01-25,,4.751562,4.13625,4.01375,4.456562,4.238125,3.849688,3.723437,4.521875,4.519062,3.91125,4.043125,4.025625,4.86375,4.041875,3.82875,4.313125,5.060625,5.19125,3.55125,3.979375,4.235625,4.076875,4.904375,4.0725,4.959375,5.02625,3.915,3.52875,3.89625,5.398125,4.8425,4.398125,3.58125,5.05375,5.104375,5.4725,5.584375,3.924375,3.010625,3.394375,3.480625,4.0675,4.19125,3.48625,2.9075,3.26125
2024-01-26,,4.62,4.071562,3.929062,4.37875,4.1975,3.78125,3.63125,4.404062,4.41875,3.85625,3.985625,4.015625,4.789375,4.0125,3.725625,4.2175,4.993125,5.130625,3.5,3.920625,4.203125,4.064375,4.875,4.03,4.863125,5.00125,3.850625,3.44375,3.844375,5.216875,4.7175,4.315,3.514375,4.999375,5.01,5.326875,5.473125,3.836875,2.95625,3.37875,3.3925,3.996875,4.099375,3.4625,2.799375,3.163125
2024-01-27,,4.594062,4.006875,3.844375,4.330938,4.156875,3.662188,3.613438,4.28625,4.34375,3.789375,3.901875,3.98125,4.686875,3.949375,3.580625,4.16625,4.93625,4.944375,3.46625,3.87875,4.1325,4.048125,4.805625,4.005,4.78,4.890625,3.77375,3.375,3.8025,5.055625,4.605,4.26375,3.435,4.933125,4.899375,5.20375,5.345625,3.749375,2.8375,3.28875,3.326875,3.92125,4.0525,3.44625,2.78625,3.116875
2024-01-28,,4.568125,3.964375,3.866562,4.283125,4.09375,3.543125,3.595625,4.218438,4.26875,3.660625,3.87125,3.99875,4.5925,3.89875,3.4925,4.07625,4.89875,4.775625,3.378125,3.835625,4.07625,3.994375,4.7375,3.966875,4.728125,4.813125,3.75,3.319375,3.7175,4.9675,4.501875,4.16125,3.385,4.854375,4.8575,5.1325,5.280625,3.693125,2.741875,3.18875,3.29875,3.8175,3.993125,3.395,2.74,2.9525
2024-01-29,,4.40625,3.921875,3.88875,4.149062,4.030625,3.504062,3.515,4.150625,4.211562,3.646875,3.845,3.919375,4.529375,3.881875,3.41625,4.033125,4.870625,4.5875,3.310625,3.775625,4.005625,3.898125,4.66875,3.905625,4.6875,4.671875,3.66,3.27375,3.63,4.888125,4.409375,4.083125,3.3325,4.7375,4.721875,5.073125,5.210625,3.6175,2.678125,3.11375,3.266875,3.820625,3.955625,3.360625,2.69625,2.864375
2024-01-30,,4.244375,3.894375,3.814688,4.015,3.952188,3.465,3.434375,4.10375,4.154375,3.57125,3.76625,3.86625,4.390625,3.788125,3.39,3.97125,4.755625,4.371875,3.25875,3.714375,3.945625,3.911875,4.61375,3.848125,4.650625,4.5975,3.558125,3.20875,3.58125,4.816875,4.343125,4.004375,3.255,4.695,4.591875,5.025,5.13375,3.50875,2.658125,3.076875,3.240625,3.801875,3.9425,3.26,2.6825,2.7875
2024-01-31,,4.201562,3.866875,3.740625,3.987187,3.87375,3.413125,3.398125,4.056875,4.092812,3.526875,3.75,3.759375,4.306875,3.738125,3.31125,3.9025,4.578125,4.205,3.253125,3.640625,3.91375,3.830625,4.515,3.791875,4.541875,4.48875,3.463125,3.134375,3.550625,4.750625,4.1525,3.901875,3.19,4.63375,4.5525,4.926875,5.1325,3.43875,2.6425,3.045,3.233125,3.73625,3.86125,3.235625,2.618125,2.6925
2024-02-01,,4.15875,3.79375,3.697812,3.959375,3.856875,3.36125,3.361875,4.000938,4.03125,3.51125,3.74875,3.698125,4.24125,3.6625,3.285625,3.815,4.484375,4.0575,3.160625,3.568125,3.855625,3.703125,4.383125,3.74,4.458125,4.4075,3.384375,3.0325,3.49375,4.62125,4.035,3.82625,3.1075,4.59125,4.51125,4.875,5.02875,3.4,2.58,2.98125,3.185625,3.608125,3.8125,3.1575,2.603125,2.706875
2024-02-02,,4.065,3.720625,3.655,3.896562,3.84,3.340312,3.31,3.945,3.945,3.450625,3.704375,3.65125,4.101875,3.61875,3.215,3.763125,4.37125,4.001875,3.069375,3.494375,3.789375,3.55625,4.268125,3.700625,4.385625,4.343125,3.326875,2.961875,3.485,4.536875,3.965625,3.805,3.085625,4.52375,4.46875,4.785625,4.90875,3.36,2.54625,2.87125,3.174375,3.580625,3.711875,3.058125,2.504375,2.64
2024-02-03,,3.97125,3.682187,3.593125,3.83375,3.7675,3.319375,3.258125,3.898437,3.85875,3.364375,3.661875,3.61125,4.0275,3.53875,3.18375,3.6725,4.29625,3.89625,3.013125,3.4975,3.80625,3.45625,4.1775,3.671875,4.34375,4.349375,3.308125,2.966875,3.4275,4.535,3.831875,3.77375,3.04875,4.4625,4.39,4.716875,4.678125,3.33625,2.544375,2.808125,3.128125,3.561875,3.688125,3.011875,2.48625,2.6125
2024-02-04,,3.864062,3.64375,3.53125,3.76875,3.695,3.259375,3.217187,3.851875,3.809688,3.3175,3.660625,3.60125,3.93375,3.455,3.129375,3.63625,4.19625,3.8125,2.975625,3.46875,3.744375,3.37875,4.12375,3.62875,4.265625,4.32,3.288125,2.956875,3.3975,4.4875,3.74375,3.74,3.005625,4.420625,4.325625,4.638125,4.529375,3.280625,2.5625,2.753125,3.07875,3.5225,3.638125,2.918125,2.469375,2.564375
2024-02-05,,3.756875,3.530625,3.445625,3.70375,3.655938,3.199375,3.17625,3.834062,3.760625,3.3325,3.61375,3.52875,3.849375,3.42125,3.09875,3.580625,4.130625,3.69625,2.9375,3.4425,3.688125,3.34375,4.089375,3.568125,4.208125,4.275,3.245625,2.945,3.358125,4.443125,3.703125,3.65625,2.953125,4.350625,4.2575,4.548125,4.354375,3.2325,2.555,2.681875,3.04375,3.48125,3.61,2.86125,2.46125,2.48875
2024-02-06,,3.495312,3.4175,3.36,3.662812,3.616875,3.177812,3.08875,3.81625,3.695937,3.293125,3.49625,3.46,3.809375,3.415625,3.05875,3.57875,4.08125,3.649375,2.855,3.438125,3.623125,3.306875,4.00875,3.489375,4.146875,4.1975,3.245,2.89,3.31375,4.4775,3.69125,3.61,2.905,4.3025,4.245625,4.4525,4.325,3.213125,2.53625,2.608125,3.018125,3.43625,3.548125,2.848125,2.43375,2.453125
2024-02-07,,3.23375,3.362812,3.294062,3.621875,3.58875,3.15625,3.00125,3.755,3.63125,3.24625,3.44375,3.420625,3.783125,3.375625,2.971875,3.533125,4.040625,3.64,2.83,3.385625,3.526875,3.289375,3.954375,3.445625,4.134375,4.11,3.185625,2.87,3.258125,4.42625,3.645625,3.49875,2.870625,4.18375,4.1925,4.284375,4.24375,3.17,2.4775,2.55125,3.063125,3.36625,3.52375,2.75375,2.35,2.455625
2024-02-08,,3.355937,3.308125,3.228125,3.57875,3.560625,3.111875,2.973437,3.69375,3.585938,3.23625,3.320625,3.408125,3.72125,3.310625,2.91625,3.485,4.0175,3.625,2.7625,3.375,3.5675,3.290625,3.899375,3.39625,4.118125,4.026875,3.154375,2.850625,3.1925,4.4,3.593125,3.4525,2.854375,4.15125,4.128125,4.215,4.15,3.143125,2.44875,2.50625,3.025625,3.36625,3.430625,2.723125,2.296875,2.427187
2024-02-09,,3.478125,3.233125,3.2225,3.535625,3.501562,3.0675,2.945625,3.611562,3.540625,3.215625,3.280625,3.36,3.62625,3.25125,2.88125,3.465,3.956875,3.5875,2.715,3.3425,3.475,3.2375,3.876875,3.378125,4.115625,3.905625,3.13375,2.830625,3.15625,4.314375,3.54875,3.431875,2.805,4.068125,4.1,4.236875,4.085,3.13,2.3975,2.475625,2.974375,3.346875,3.35375,2.673125,2.229375,2.39875
2024-02-10,,3.378125,3.158125,3.216875,3.461562,3.4425,3.003438,2.936875,3.529375,3.506562,3.19,3.225,3.363125,3.644375,3.211875,2.864375,3.404375,3.898125,3.504375,2.724375,3.314375,3.40375,3.22375,3.84625,3.305625,4.073125,3.84125,3.115,2.81375,3.13875,4.234375,3.45625,3.345,2.7675,4.0625,4.055,4.193125,4.00625,3.11,2.37875,2.48875,2.93625,3.34625,3.341875,2.639375,2.17125,2.36
2024-02-11,,3.278125,3.14125,3.145312,3.3875,3.41375,2.939375,2.928125,3.5275,3.4725,3.201875,3.2,3.321875,3.66125,3.159375,2.80875,3.38125,3.838125,3.459375,2.7025,3.26625,3.349375,3.145,3.818125,3.28375,4.0375,3.774375,3.0575,2.81375,3.109375,4.22,3.385625,3.283125,2.745625,4.029375,4.03875,4.11125,3.984375,3.040625,2.425,2.465,2.891875,3.30625,3.283125,2.564375,2.1625,2.353125
2024-02-12,,3.34375,3.124375,3.07375,3.369375,3.385,2.918125,2.92625,3.525625,3.44,3.185625,3.1425,3.28375,3.585625,3.110625,2.735625,3.351875,3.79375,3.3875,2.686875,3.255625,3.320625,3.09125,3.835,3.259375,3.969375,3.7225,3.036875,2.800625,3.119375,4.23125,3.3625,3.181875,2.738125,3.975625,4.018125,4.03625,3.93625,2.95,2.380625,2.404375,2.83875,3.276875,3.2525,2.514375,2.1575,2.31875
2024-02-13,,3.409375,3.050938,3.085312,3.35125,3.34875,2.896875,2.924375,3.483125,3.4075,3.141875,3.065,3.203125,3.554375,3.10125,2.701875,3.31375,3.7575,3.345625,2.65625,3.22875,3.321875,3.088125,3.793125,3.23375,3.96625,3.675625,3.029375,2.796875,3.0625,4.19625,3.305,3.1425,2.7075,3.940625,3.98625,3.966875,3.915625,2.91875,2.366875,2.37875,2.805625,3.209375,3.2125,2.463125,2.178125,2.33625
2024-02-14,,3.300625,2.9775,3.096875,3.339688,3.3125,2.893125,2.915312,3.440625,3.395,3.143125,3.02625,3.14375,3.54625,3.0375,2.695625,3.33,3.705,3.24,2.585,3.186875,3.303125,3.05625,3.744375,3.193125,3.953125,3.674375,2.99875,2.780625,3.044375,4.090625,3.231875,3.105,2.643125,3.813125,3.955625,3.893125,3.92375,2.894375,2.41,2.4025,2.7725,3.17,3.2075,2.428125,2.12625,2.3175
2024-02-15,,3.191875,2.976562,3.035312,3.328125,3.302187,2.889375,2.90625,3.409375,3.3825,3.11875,2.996875,3.11875,3.3875,2.95875,2.68125,3.314375,3.6925,3.245,2.600625,3.11875,3.213125,3.044375,3.799375,3.15375,3.90375,3.614375,3.0075,2.76375,3.026875,4.035,3.194375,3.123125,2.619375,3.7725,3.914375,3.896875,3.866875,2.850625,2.39,2.40875,2.77125,3.121875,3.194375,2.40625,2.100625,2.260625
2024-02-16,,3.223438,2.975625,2.97375,3.2825,3.291875,2.877188,2.872188,3.378125,3.37125,3.063125,3.0225,3.05375,3.37375,2.89375,2.65,3.298125,3.643125,3.238125,2.57875,3.111875,3.180625,2.951875,3.8325,3.0875,3.86375,3.56125,3.001875,2.724375,3.028125,4.06625,3.165625,3.16,2.561875,3.724375,3.881875,3.893125,3.828125,2.848125,2.366875,2.39875,2.7725,3.085625,3.175,2.373125,2.043125,2.25125
2024-02-17,,3.255,2.931875,2.95125,3.236875,3.230625,2.865,2.838125,3.391562,3.36,3.039375,3.0025,3.038125,3.320625,2.865,2.601875,3.29125,3.619375,3.191875,2.57125,3.064375,3.2325,2.899375,3.78375,3.04875,3.858125,3.581875,2.98375,2.706875,2.985625,4.055625,3.099375,3.175625,2.540625,3.67,3.9275,3.8525,3.831875,2.82375,2.354375,2.37375,2.781875,3.05375,3.155,2.2925,2.0825,2.23375
2024-02-18,,3.232188,2.888125,2.92875,3.250625,3.169375,2.863438,2.789375,3.405,3.380625,3.021875,2.9925,3.019375,3.3,2.840625,2.6175,3.283125,3.664375,3.10125,2.5,3.028125,3.181875,2.898125,3.713125,3.09375,3.8275,3.571875,2.98625,2.69,2.984375,4.07125,3.053125,3.089375,2.53125,3.623125,3.909375,3.815,3.85375,2.911875,2.315,2.325,2.748125,3.036875,3.148125,2.23125,2.105625,2.246875
2024-02-19,,3.209375,2.92,2.958437,3.264375,3.196562,2.861875,2.740625,3.393438,3.40125,2.97375,3.004375,3.015,3.263125,2.836875,2.668125,3.30875,3.645,3.07375,2.481875,3.059375,3.166875,3.0225,3.72375,3.076875,3.789375,3.5125,3.001875,2.66875,2.978125,4.015625,2.97875,3.0825,2.523125,3.633125,3.866875,3.828125,3.87,2.915,2.3575,2.2875,2.67625,3.02875,3.065625,2.2075,2.088125,2.24125
2024-02-20,,3.205937,2.951875,2.988125,3.239062,3.22375,2.879062,2.80375,3.381875,3.341875,2.95125,2.9825,2.94375,3.19625,2.815,2.67625,3.35875,3.615625,3.035,2.454375,3.086875,3.093125,3.05875,3.756875,3.11625,3.85375,3.466875,3.0425,2.6825,2.960625,4.0025,2.958125,3.116875,2.51625,3.585625,3.9,3.7975,3.868125,2.94125,2.341875,2.30625,2.668125,3.016875,3.075312,2.22625,2.09625,2.229375
2024-02-21,,3.2025,2.919688,2.995937,3.21375,3.208437,2.89625,2.866875,3.335938,3.2825,2.89875,2.993125,2.876875,3.115,2.79375,2.69625,3.381875,3.62125,2.9975,2.506875,3.103125,3.015625,3.075625,3.785,3.091875,3.904375,3.5075,3.045625,2.67125,3.005625,4.08375,2.98875,3.135,2.49375,3.536875,3.97125,3.84625,3.864375,2.943125,2.346875,2.3125,2.68,2.996875,3.085,2.2225,2.070625,2.306875
2024-02-22,,3.2025,2.8875,3.00375,3.215,3.193125,2.863125,2.87125,3.29,3.324062,2.85125,3.02,2.87875,3.03875,2.75375,2.759375,3.356875,3.621875,2.939375,2.526875,3.058125,3.04375,3.129375,3.7725,3.070625,3.90375,3.4875,3.065,2.6875,3.006875,4.095,2.990625,3.23625,2.5225,3.498125,4.05375,3.845,3.845625,2.96625,2.300625,2.311875,2.669375,3.0725,3.06875,2.21625,2.134375,2.29125
2024-02-23,,3.2025,2.857188,3.01375,3.21625,3.184375,2.83,2.875625,3.29875,3.365625,2.810625,2.99375,2.9175,2.98625,2.743125,2.755,3.33125,3.60875,2.940625,2.535625,3.019375,3.02625,3.130625,3.7875,3.071875,3.89,3.5225,3.073125,2.69375,2.991875,4.145,2.99375,3.310625,2.539375,3.45875,4.046875,3.799375,3.863125,2.99,2.281875,2.353125,2.649375,3.081875,3.0625,2.215,2.1225,2.34875
2024-02-24,,3.244062,2.826875,3.02375,3.239375,3.175625,2.826875,2.948125,3.3075,3.3575,2.795,2.990625,2.920625,2.941875,2.810625,2.74625,3.36,3.621875,2.960625,2.525625,3.01125,3.005625,3.11625,3.83625,3.17875,3.8925,3.535625,3.06625,2.718125,3.080625,4.219375,3.0575,3.345,2.5675,3.525,4.058125,3.7975,3.850625,2.978125,2.28875,2.360625,2.643125,3.05625,3.103125,2.193125,2.155625,2.4
2024-02-25,,3.285625,2.818125,3.0625,3.2625,3.159687,2.82375,3.020625,3.278437,3.349375,2.78375,3.041875,2.89625,2.8675,2.8175,2.745,3.3875,3.594375,2.99625,2.494375,3.041875,3.018125,3.17625,3.8775,3.21375,3.955625,3.54375,3.07375,2.7475,3.1575,4.22,3.14125,3.38,2.599375,3.586875,4.05375,3.843125,3.868125,3.024375,2.3075,2.38,2.660625,3.01,3.243125,2.244375,2.195625,2.480625
2024-02-26,,3.296875,2.809375,3.10125,3.29125,3.14375,2.824062,3.069375,3.249375,3.365938,2.825625,3.0125,2.92875,2.8175,2.813125,2.785625,3.439375,3.68875,2.9725,2.4675,3.080625,3.02125,3.2075,3.926875,3.2,3.945,3.621875,3.1,2.7875,3.2025,4.168125,3.19875,3.37125,2.609375,3.546875,4.03875,3.874375,3.89125,3.03375,2.28125,2.404375,2.6825,3.01375,3.311875,2.285,2.19875,2.52
2024-02-27,,3.308125,2.852109,3.101406,3.32,3.206562,2.824375,3.118125,3.241562,3.3825,2.850625,3.118125,2.989375,2.825625,2.81625,2.780625,3.499375,3.7575,3.08125,2.48125,3.074375,2.996875,3.264375,3.989375,3.24875,3.918125,3.613125,3.191875,2.7875,3.260625,4.15375,3.285625,3.34875,2.633125,3.546875,4.095,3.895,3.938125,2.970625,2.25875,2.4475,2.6775,2.991875,3.4175,2.31,2.213125,2.518125
2024-02-28,,3.371875,2.894844,3.101562,3.380312,3.269375,2.889688,3.119375,3.23375,3.411562,2.880625,3.169375,3.030625,2.74,2.82,2.820625,3.5525,3.780625,3.105,2.55375,3.065625,3.004375,3.284375,4.075625,3.350625,3.95125,3.645,3.235,2.775,3.385,4.25625,3.395625,3.369375,2.705625,3.5825,4.145625,3.925,3.909375,2.974375,2.25875,2.505625,2.650625,2.96625,3.535,2.284375,2.231875,2.59375
